Date,Price,Open,High,Low,Vol. ('000),Change %
07/31/2021,41553.70,42201.40,42285.30,41066.40,44.65,-1.54%
07/30/2021,42203.40,40001.10,42264.40,38358.40,98.45,5.50%
07/29/2021,40001.40,40009.00,40630.70,39340.80,75.3,0.00%
07/28/2021,40003.20,39450.40,40862.20,38883.80,148.92,1.40%
07/27/2021,39452.00,37294.30,39455.90,36427.40,100.24,5.84%
07/26/2021,37276.60,35392.30,40522.90,35236.70,177.63,5.33%
07/25/2021,35391.10,34392.50,35391.10,33881.30,65.1,4.63%
07/24/2021,33824.80,33600.50,33955.00,33412.90,67.14,0.66%
07/23/2021,33603.30,32297.90,33605.60,32041.10,66.15,4.04%
07/22/2021,32298.90,32131.70,32585.40,31729.40,64.87,0.52%
07/21/2021,32131.40,29794.70,32794.60,29519.30,118.34,7.85%
07/20/2021,29793.80,30835.40,31040.80,29310.20,97.46,-3.38%
07/19/2021,30837.20,31782.90,31887.00,30478.20,77.48,-2.98%
07/18/2021,31785.40,31517.90,32408.20,31220.60,57.01,0.85%
07/17/2021,31518.60,31384.40,31914.80,31207.80,58.06,0.40%
07/16/2021,31394.00,31842.30,32239.80,31062.20,70.48,-1.40%
07/15/2021,31840.50,32820.50,33157.00,31175.80,76.95,-2.99%
07/14/2021,32820.70,32727.80,33051.90,31611.20,69.56,0.28%
07/13/2021,32728.10,33106.10,33307.70,32259.50,60.04,-1.16%
7/12/2021,33113.00,34228.30,34598.00,32662.80,63.24,-3.26%
7/11/2021,34227.70,33510.80,34580.60,33319.80,35.72,2.14%
7/10/2021,33510.60,33797.70,34221.00,33056.80,50.94,-0.85%
7/9/2021,33797.40,32866.30,34079.20,32367.00,67.14,2.83%
7/8/2021,32866.30,33859.40,33923.20,32146.90,108.09,-2.96%
7/7/2021,33867.80,34228.70,35036.60,33801.30,72.03,-1.05%
7/6/2021,34225.60,33688.50,35062.00,33581.70,83.63,1.60%
7/5/2021,33687.80,35297.00,35300.50,33164.10,88.36,-4.56%
7/4/2021,35298.20,34742.80,35957.60,34740.10,56.13,1.60%
7/3/2021,34742.80,33814.20,34909.80,33363.30,55.69,2.75%
7/2/2021,33813.40,33542.20,33925.90,32734.60,78.93,0.80%
7/1/2021,33543.60,35030.70,35032.70,32839.20,27.41,-4.23%
06/30/2021,35026.90,35832.60,36089.50,34126.60,107.07,-2.25%
06/29/2021,35834.70,34477.30,36590.30,34247.60,97.27,3.94%
06/28/2021,34475.90,34682.20,35231.20,33944.90,112,-0.58%
06/27/2021,34678.50,32247.10,34685.50,32041.70,148.8,7.55%
06/26/2021,32243.40,31592.10,32643.00,30206.90,156.67,2.06%
06/25/2021,31594.00,34660.50,35490.90,31337.90,193.43,-8.86%
06/24/2021,34665.80,33678.10,35249.90,32356.70,119.25,2.94%
06/23/2021,33674.30,32498.30,34784.30,31736.50,173.34,3.62%
06/22/2021,32496.40,31682.70,33272.50,28901.80,309.65,2.54%
06/21/2021,31692.00,35597.90,35708.40,31284.10,256.87,-10.97%
06/20/2021,35595.80,35510.90,36097.90,33378.00,137.48,0.23%
06/19/2021,35513.40,35770.00,36357.30,34845.50,105.46,-0.66%
06/18/2021,35749.40,38045.50,38166.00,35198.50,102.84,-6.05%
06/17/2021,38052.00,38337.80,39529.90,37425.30,109.58,-0.74%
06/16/2021,38336.00,40148.10,40494.40,38156.40,123.52,-4.53%
06/15/2021,40156.10,40522.50,41318.00,39589.90,117.55,-0.92%
06/14/2021,40529.40,39024.10,40970.40,38769.90,157.35,3.86%
06/13/2021,39022.90,35467.50,39321.60,34827.00,123.32,10.02%
6/12/2021,35467.50,37334.40,37437.30,34703.30,87.73,-4.95%
6/11/2021,37314.60,36654.30,37641.10,36003.30,109.15,1.81%
6/10/2021,36649.40,37375.20,38340.80,35824.00,154.32,-1.83%
6/9/2021,37332.20,33385.50,37517.60,32428.60,209.82,11.83%
6/8/2021,33382.90,33574.60,34047.80,31158.10,193.54,-0.58%
6/7/2021,33578.00,35815.40,36754.60,33410.10,119.5,-6.25%
6/6/2021,35815.40,35518.70,36434.00,35265.30,62.2,0.83%
6/5/2021,35520.00,36841.20,37887.60,34832.00,101.48,-3.61%
6/4/2021,36851.30,39191.40,39255.40,35659.90,127.71,-5.96%
6/3/2021,39187.30,37555.70,39462.30,37193.60,106.44,4.34%
6/2/2021,37555.80,36687.70,38199.90,35981.10,96.89,2.37%
6/1/2021,36687.60,37294.30,37850.30,35742.70,113.48,-1.64%
05/31/2021,37298.60,35644.00,37480.70,34213.20,131.7,4.62%
05/30/2021,35652.80,34589.30,36388.60,33441.00,104.18,3.09%
05/29/2021,34584.60,35664.50,37227.10,33664.20,160.43,-3.02%
05/28/2021,35662.50,38543.20,38844.10,34772.40,199.58,-7.17%
05/27/2021,38417.30,39249.00,40322.20,37190.80,122.93,-2.12%
05/26/2021,39249.20,38375.70,40750.00,37847.00,153.8,2.27%
05/25/2021,38378.30,38753.60,39740.80,36540.70,163.01,-0.96%
05/24/2021,38750.60,34720.30,39851.70,34474.60,244.88,11.74%
05/23/2021,34679.70,37446.80,38248.70,31192.40,325.73,-7.39%
05/22/2021,37448.30,37291.00,38776.00,35314.90,185.83,0.40%
05/21/2021,37297.40,40611.20,42108.30,33592.30,315.5,-8.40%
05/20/2021,40717.20,36706.80,42425.90,35010.40,269.75,10.88%
05/19/2021,36720.50,42898.30,43516.60,30261.70,607.1,-14.40%
05/18/2021,42897.30,43538.50,45770.90,42293.90,154.96,-1.48%
05/17/2021,43541.30,46424.20,46545.40,42201.50,274.76,-6.21%
05/16/2021,46426.40,46729.30,49764.30,43920.80,180.07,-0.60%
05/15/2021,46708.80,49839.10,50640.90,46650.20,131.91,-6.28%
05/14/2021,49839.80,49704.90,51459.20,48874.00,118.84,0.27%
05/13/2021,49704.60,49398.20,51337.30,46331.10,236.71,0.65%
5/12/2021,49384.20,56694.50,57938.50,49187.00,160.74,-12.90%
5/11/2021,56695.70,55846.10,56871.10,54550.40,96.47,1.52%
5/10/2021,55848.90,58251.20,59523.90,53678.30,142.61,-4.10%
5/9/2021,58238.30,58840.60,59227.00,56414.40,103.59,-1.02%
5/8/2021,58840.10,57330.30,59471.10,56972.20,101.27,2.62%
5/7/2021,57337.20,56411.40,58639.30,55300.10,110.01,1.65%
5/6/2021,56405.40,57441.00,58364.90,55294.50,109.02,-1.80%
5/5/2021,57441.30,53872.50,57936.40,53872.50,119.82,6.88%
5/4/2021,53741.50,57170.60,57201.30,53741.50,132.33,-6.00%
5/3/2021,57169.80,56605.80,58925.10,56562.40,89.24,1.00%
5/2/2021,56603.80,57807.20,57868.40,56110.50,53.61,-2.08%
5/1/2021,57807.10,57719.10,58449.40,57029.50,63.41,0.15%
04/30/2021,57720.30,53562.30,57925.60,53088.70,103.74,7.77%
04/29/2021,53560.80,54838.60,55173.70,52400.00,83.9,-2.34%
04/28/2021,54841.40,55036.00,56419.90,53876.40,86.96,-0.35%
04/27/2021,55036.50,54011.10,55427.80,53345.00,84.08,1.88%
04/26/2021,54020.50,48963.50,54320.90,48815.90,129.76,10.33%
04/25/2021,48963.60,50088.20,50532.40,47098.50,59.2,-2.25%
04/24/2021,50088.90,51140.80,51183.00,48775.20,82.25,-2.06%
04/23/2021,51143.60,51707.10,52099.90,47659.40,214.46,-1.13%
04/22/2021,51729.50,53821.30,55408.40,50590.90,168.13,-3.88%
04/21/2021,53820.20,56479.50,56764.40,53657.60,100.26,-4.71%
04/20/2021,56483.20,55645.10,57054.90,53422.50,115.49,1.50%
04/19/2021,55646.10,56208.10,57517.00,54272.30,117.51,-1.00%
04/18/2021,56207.10,60043.20,60362.10,51817.60,216.81,-6.39%
04/17/2021,60041.90,61358.30,62509.10,59672.10,84.08,-2.18%
04/16/2021,61379.70,63211.60,63518.50,60027.30,136.85,-2.90%
04/15/2021,63216.00,62978.60,63729.10,62067.50,76.97,0.37%
04/14/2021,62980.40,63544.20,64778.00,61366.30,130.43,-0.88%
04/13/2021,63540.90,59863.60,63659.00,59839.40,126.56,6.14%
4/12/2021,59863.80,59982.10,61259.90,59569.20,81.88,-0.19%
4/11/2021,59978.70,59772.40,60667.10,59250.30,58.2,0.39%
4/10/2021,59748.40,58127.40,61229.00,57900.00,103.72,2.80%
4/9/2021,58118.70,58076.80,58890.90,57686.00,59.22,0.07%
4/8/2021,58077.40,55948.00,58136.70,55721.60,64.78,3.80%
4/7/2021,55948.70,57996.30,58627.70,55489.30,110.69,-3.53%
4/6/2021,57996.30,59169.00,59487.00,57403.30,77.15,-1.69%
4/5/2021,58993.40,58202.30,59205.10,56842.70,54.13,1.36%
4/4/2021,58199.90,57059.70,58464.80,56470.60,57.21,2.00%
4/3/2021,57059.90,58976.80,59770.50,56906.70,68.74,-3.25%
4/2/2021,58977.30,58718.20,60134.90,58466.50,72.37,0.44%
4/1/2021,58718.30,58763.20,59406.50,58040.70,69.04,-0.08%
03/31/2021,58763.70,58771.40,59795.60,56991.60,98.06,-0.01%
03/30/2021,58771.30,57614.60,59366.90,57077.10,86.21,2.00%
03/29/2021,57616.20,55764.70,58392.60,54951.10,107.91,3.32%
03/28/2021,55765.20,55856.90,56504.20,54711.30,58.71,-0.17%
03/27/2021,55862.90,55033.80,56531.10,54010.20,73.87,1.50%
03/26/2021,55036.10,51317.40,55074.10,51302.00,100.3,7.24%
03/25/2021,51322.30,52330.00,53175.40,50441.30,143.35,-1.92%
03/24/2021,52325.40,54309.10,57169.40,51725.40,137.91,-3.91%
03/23/2021,54452.50,54117.50,55813.80,52992.30,84.84,0.54%
03/22/2021,54158.30,57379.30,58379.90,53784.20,95.53,-5.62%
03/21/2021,57383.80,58097.40,58583.80,55583.30,77.47,-1.22%
03/20/2021,58093.40,58084.10,59882.10,57863.00,67.83,0.01%
03/19/2021,58088.00,57645.00,59448.30,56305.10,83.98,0.75%
03/18/2021,57656.00,58911.80,60088.00,57099.60,102.62,-2.13%
03/17/2021,58913.50,56892.90,58933.20,54253.20,118.26,3.56%
03/16/2021,56889.70,55619.50,56889.70,53342.60,128.51,1.97%
03/15/2021,55791.30,59117.40,60565.90,55088.80,117.71,-5.62%
03/14/2021,59113.70,61192.70,61673.70,59113.70,80.29,-3.40%
03/13/2021,61195.30,57267.40,61795.80,56118.80,134.64,6.86%
3/12/2021,57265.10,57806.20,58052.30,55134.50,116.96,-0.92%
3/11/2021,57799.50,55851.20,58135.00,54351.80,129.63,3.49%
3/10/2021,55851.90,54882.70,57328.70,53073.60,140.96,1.77%
3/9/2021,54879.00,52352.40,54880.60,51941.30,114.06,4.91%
3/8/2021,52311.00,50988.90,52384.90,49338.10,68.14,2.61%
3/7/2021,50982.30,48899.00,51434.10,48890.60,82.91,4.35%
3/6/2021,48855.60,48798.70,49191.80,47132.80,66.66,0.13%
3/5/2021,48792.50,48363.60,49429.40,46370.10,113.64,0.75%
3/4/2021,48428.00,50388.00,51757.70,47521.80,9.56,-3.90%
3/3/2021,50395.10,48422.20,52567.90,48159.20,44.93,4.07%
3/2/2021,48424.20,49595.60,50191.90,47100.60,102.1,-2.36%
3/1/2021,49595.50,45160.50,49774.00,45008.80,137.52,9.81%
02/28/2021,45164.00,46136.00,46582.00,43100.60,135.08,-2.11%
02/27/2021,46136.70,46333.10,48335.10,45059.40,98.75,-0.45%
02/26/2021,46345.60,46928.50,48413.90,44248.20,189.41,-1.24%
02/25/2021,46928.50,49695.90,52013.80,46773.70,83.22,-5.57%
02/24/2021,49697.50,48911.10,51311.80,47031.70,153.75,1.61%
02/23/2021,48911.20,54114.10,54115.00,45093.80,315.07,-9.61%
02/22/2021,54111.80,57437.60,57480.80,48353.80,244.95,-5.78%
02/21/2021,57433.80,55907.60,58335.10,55502.70,87.26,2.70%
02/20/2021,55923.70,55922.00,57523.80,54124.10,127.85,0.03%
02/19/2021,55906.60,51590.10,56238.50,50816.80,139.43,8.38%
02/18/2021,51582.20,52094.50,52524.00,50941.60,94.35,-0.95%
02/17/2021,52079.20,49161.30,52577.70,49018.10,140.03,5.92%
02/16/2021,49169.70,47934.20,50515.80,47044.40,141.37,2.57%
02/15/2021,47936.30,48611.10,48936.50,45786.10,123.18,-1.45%
02/14/2021,48643.40,47172.10,49695.10,47051.90,106.5,3.13%
02/13/2021,47168.70,47373.10,48097.30,46270.50,89.42,-0.43%
2/12/2021,47371.70,47995.00,48927.40,46218.60,133.73,-1.29%
2/11/2021,47990.70,44834.80,48622.10,44041.10,145.77,7.04%
2/10/2021,44836.00,46507.80,47295.30,43800.50,151.83,-3.60%
2/9/2021,46508.60,46396.40,48143.50,45104.70,193.87,0.24%
2/8/2021,46395.70,38853.60,46596.40,38057.00,248.47,19.41%
2/7/2021,38852.90,39228.90,39691.70,37381.60,125.37,-1.03%
2/6/2021,39256.60,38300.60,40939.70,38275.30,156.02,2.50%
2/5/2021,38297.60,36976.40,38303.60,36640.00,100.6,3.56%
2/4/2021,36982.10,37648.90,38707.90,36380.80,151.44,-1.77%
2/3/2021,37646.80,35486.90,37646.80,35401.50,131.03,6.09%
2/2/2021,35485.20,33514.00,35976.10,33462.40,120.85,5.88%
2/1/2021,33515.70,33106.80,34685.60,32324.90,126.32,1.23%
01/31/2021,33108.10,34281.60,34348.30,32189.90,101.92,-3.43%
01/30/2021,34283.10,34300.00,34920.90,32908.50,128.57,-0.05%
01/29/2021,34301.80,33381.70,38546.00,31953.30,297.73,2.78%
01/28/2021,33374.80,30408.90,33790.80,29911.90,167.39,9.77%
01/27/2021,30404.00,32499.60,32545.40,29290.40,194.35,-6.46%
01/26/2021,32502.10,32244.10,32917.70,30850.00,139.84,0.77%
01/25/2021,32252.30,32244.30,34854.30,31967.40,142.43,0.03%
01/24/2021,32241.30,32088.50,33034.80,30982.90,88.21,0.47%
01/23/2021,32088.90,32994.10,33441.40,31418.20,100.7,-2.76%
01/22/2021,33000.50,30838.70,33821.20,28871.20,243.09,7.00%
01/21/2021,30842.10,35472.30,35591.10,30101.80,253.27,-13.06%
01/20/2021,35476.30,35862.10,36384.40,33444.50,153.61,-1.46%
01/19/2021,36002.90,36630.60,37821.00,36001.40,79.11,-1.67%
01/18/2021,36613.20,35838.20,37436.80,34801.00,111.52,2.16%
01/17/2021,35839.60,36020.10,36801.30,33883.50,126.82,-0.50%
01/16/2021,36019.50,36751.80,37931.70,35408.40,137.02,-2.24%
01/15/2021,36845.80,39175.70,39715.00,34488.70,118.42,-5.95%
01/14/2021,39175.70,37383.40,40054.30,36772.10,172.4,4.80%
01/13/2021,37382.20,34061.20,37764.60,32451.90,209.93,9.70%
1/12/2021,34076.10,35426.00,36598.70,32572.70,241.93,-4.13%
1/11/2021,35544.30,38195.30,38217.20,30411.60,251.04,-6.93%
1/10/2021,38192.20,40149.70,41362.40,35141.60,215.78,-4.88%
1/9/2021,40151.90,40607.20,41363.50,38775.10,128.42,-1.10%
1/8/2021,40599.30,39466.40,41921.70,36613.40,251.29,2.89%
1/7/2021,39460.20,36798.50,40340.90,36361.20,249.6,7.25%
1/6/2021,36793.20,33999.30,36934.80,33408.30,227.56,8.24%
1/5/2021,33991.50,32015.40,34414.70,30010.50,202.13,6.15%
1/4/2021,32022.60,33016.60,33587.50,28204.50,255.27,-2.84%
1/3/2021,32958.90,32192.90,34755.90,32029.60,155.21,2.38%
1/2/2021,32193.30,29359.70,33233.50,29008.00,240.87,9.65%
1/1/2021,29359.90,28951.70,29627.10,28712.40,100.9,1.42%
12/31/2020,28949.40,28866.80,29298.80,28025.00,136.69,0.28%
12/30/2020,28868.70,27374.50,28979.30,27374.50,159.82,5.45%
12/29/2020,27376.00,27065.30,27390.70,25902.80,119.57,1.18%
12/28/2020,27057.80,26259.20,27444.90,26144.30,126.98,3.03%
12/27/2020,26261.30,26460.30,28360.30,25858.20,231.23,-0.73%
12/26/2020,26454.40,24714.70,26826.00,24515.10,155.77,7.15%
12/25/2020,24689.60,23728.70,24778.90,23445.30,2.4,4.02%
12/24/2020,23736.50,23253.20,23783.70,22737.30,104.59,2.06%
12/23/2020,23257.90,23820.80,24063.70,22694.70,178.47,-2.37%
12/22/2020,23823.20,22730.40,23825.40,22388.60,130.75,4.82%
12/21/2020,22728.50,23474.10,24101.90,22015.50,154.69,-3.18%
12/20/2020,23474.90,23843.60,24280.90,23098.90,114.09,-1.55%
12/19/2020,23844.00,23127.60,24107.10,22797.00,133.88,3.10%
12/18/2020,23127.90,22823.30,23272.80,22361.50,131.8,1.33%
12/17/2020,22825.40,21352.30,23738.00,21243.10,310.74,6.90%
12/16/2020,21352.20,19434.70,21525.30,19299.70,199.81,9.87%
12/15/2020,19434.90,19273.90,19556.30,19076.20,98.39,0.84%
12/14/2020,19273.80,19176.40,19346.50,19007.00,67.11,0.51%
12/13/2020,19176.80,18808.10,19403.60,18716.80,82.45,1.96%
12/12/2020,18808.90,18026.70,18936.20,18025.10,71.37,4.36%
12/11/2020,18023.60,18250.50,18288.30,17600.10,111.53,-1.23%
12/10/2020,18247.20,18546.10,18551.80,17926.80,85.31,-1.61%
12/9/2020,18546.00,18322.40,18637.90,17658.80,129.72,1.20%
12/8/2020,18326.60,19170.80,19288.60,18229.20,101.41,-4.40%
12/7/2020,19170.70,19368.40,19424.60,18908.80,61.98,-1.08%
12/6/2020,19379.90,19146.00,19417.10,18873.00,54.56,1.22%
12/5/2020,19146.50,18657.50,19172.70,18507.10,59.44,2.62%
12/4/2020,18658.10,19431.10,19529.50,18610.80,110.63,-3.99%
12/3/2020,19433.30,19219.80,19596.60,18883.70,99.97,1.12%
12/2/2020,19218.80,18767.90,19335.50,18346.70,91.92,2.39%
12/1/2020,18770.70,19697.80,19897.40,18257.00,208.72,-4.71%
11/30/2020,19698.10,18186.00,19831.20,18186.00,185.59,8.32%
11/29/2020,18185.50,17729.70,18336.30,17530.40,79.12,2.57%
11/28/2020,17730.70,17142.60,17874.40,16874.40,95.2,3.52%
11/27/2020,17127.10,17160.90,17450.30,16481.60,138.8,-0.20%
11/26/2020,17162.00,18721.90,18894.90,16235.20,312.07,-8.34%
11/25/2020,18723.00,19151.50,19486.70,18527.70,146.12,-2.24%
11/24/2020,19152.60,18394.60,19416.60,18074.80,180.79,4.21%
11/23/2020,18379.60,18428.10,18756.80,18016.00,127.35,-0.18%
11/22/2020,18412.90,18689.30,18751.50,17644.60,121.76,-1.47%
11/21/2020,18687.20,18673.80,18966.00,18397.50,108.91,0.06%
11/20/2020,18675.20,17805.50,18811.00,17758.40,134.42,4.90%
11/19/2020,17803.50,17775.10,18166.00,17380.10,135.94,0.16%
11/18/2020,17774.60,17662.30,18466.10,17258.90,233.43,0.64%
11/17/2020,17662.30,16715.80,17845.40,16562.00,175.87,5.66%
11/16/2020,16715.80,15954.10,16880.70,15870.70,118.09,4.78%
11/15/2020,15953.00,16074.70,16158.10,15782.30,58.43,-0.73%
11/14/2020,16071.00,16323.10,16328.20,15717.70,83.64,-1.55%
11/13/2020,16324.20,16293.00,16474.10,15973.40,113.75,0.18%
11/12/2020,16294.70,15695.80,16342.70,15483.50,165.54,3.82%
11/11/2020,15695.80,15303.10,15953.90,15281.00,119.07,2.56%
11/10/2020,15303.60,15328.00,15465.30,15096.50,93.36,-0.15%
11/9/2020,15327.20,15483.30,15819.60,14816.90,165.04,-1.01%
11/8/2020,15483.70,14826.60,15648.30,14720.70,94.99,4.42%
11/7/2020,14828.40,15578.20,15754.40,14385.10,160.73,-4.81%
11/6/2020,15577.90,15593.90,15955.20,15223.50,186.13,-0.06%
11/5/2020,15587.10,14145.60,15739.90,14099.70,227.49,10.19%
11/4/2020,14145.60,14023.00,14238.80,13544.40,140.8,0.90%
11/3/2020,14019.90,13560.50,14054.00,13294.60,108.17,3.38%
11/2/2020,13561.40,13759.70,13828.40,13214.20,97.76,-1.44%
11/1/2020,13759.40,13795.50,13889.50,13628.70,51.71,-0.27%
10/31/2020,13797.30,13560.20,14065.40,13441.70,102.75,1.75%
10/30/2020,13559.90,13457.00,13667.90,13134.50,108.77,0.76%
10/29/2020,13457.20,13278.30,13640.00,12982.90,111.23,1.34%
10/28/2020,13278.90,13658.30,13851.70,12907.60,144.18,-2.77%
10/27/2020,13657.80,13061.50,13782.30,13050.30,128.64,4.56%
10/26/2020,13061.60,13033.00,13229.70,12792.40,89.47,0.23%
10/25/2020,13032.20,13117.00,13345.30,12900.40,59.73,-0.65%
10/24/2020,13117.20,12933.60,13161.50,12876.40,51.2,1.42%
10/23/2020,12934.10,12972.70,13025.50,12738.90,73.94,-0.31%
10/22/2020,12974.60,12805.50,13183.90,12698.20,113.31,1.30%
10/21/2020,12808.70,11913.60,13213.50,11894.60,197.72,7.51%
10/20/2020,11913.50,11753.90,12029.40,11685.70,94.59,1.36%
10/19/2020,11753.40,11507.10,11823.30,11413.90,73.04,2.14%
10/18/2020,11506.90,11362.10,11506.90,11349.80,31.51,1.27%
10/17/2020,11362.10,11321.80,11402.70,11274.40,29.86,0.35%
10/16/2020,11322.00,11503.20,11542.20,11224.60,71.42,-1.57%
10/15/2020,11503.00,11421.40,11590.90,11276.70,70.84,0.72%
10/14/2020,11420.40,11424.40,11541.00,11293.50,59.12,-0.03%
10/13/2020,11423.80,11533.50,11558.00,11315.90,64.67,-0.95%
10/12/2020,11533.90,11370.80,11715.90,11227.40,84.02,1.43%
10/11/2020,11371.00,11295.60,11439.40,11277.60,41.06,0.64%
10/10/2020,11298.40,11053.50,11475.00,11053.10,65.81,2.21%
10/9/2020,11054.20,10923.50,11103.00,10836.90,70.95,1.19%
10/8/2020,10924.10,10670.70,10948.60,10549.60,79.78,2.37%
10/7/2020,10670.90,10601.00,10680.10,10553.30,49.27,0.64%
10/6/2020,10602.60,10790.20,10800.30,10530.80,69.07,-1.73%
10/5/2020,10789.50,10672.50,10789.60,10623.40,48.86,1.09%
10/4/2020,10672.90,10544.40,10693.30,10520.80,31.4,1.22%
10/3/2020,10544.20,10572.20,10597.80,10501.20,29.1,-0.27%
10/2/2020,10572.30,10619.60,10662.90,10387.60,77.94,-0.45%
10/1/2020,10620.50,10776.60,10913.70,10462.70,95.33,-1.44%
09/30/2020,10776.10,10843.40,10847.70,10667.60,55.55,-0.60%
09/29/2020,10840.90,10694.30,10858.40,10642.40,59.64,1.38%
09/28/2020,10693.20,10776.40,10946.60,10685.20,72.29,-0.77%
09/27/2020,10776.20,10727.90,10799.20,10602.70,40.92,0.45%
09/26/2020,10727.90,10688.90,10793.30,10650.20,37.85,0.37%
09/25/2020,10688.80,10739.90,10756.00,10558.90,71.43,-0.47%
09/24/2020,10739.40,10238.10,10787.80,10201.00,82.95,4.90%
09/23/2020,10237.30,10531.50,10535.40,10146.60,74.95,-2.79%
09/22/2020,10531.50,10419.40,10570.70,10361.70,63.52,1.10%
09/21/2020,10416.80,10919.90,10987.20,10328.50,109.85,-4.62%
09/20/2020,10921.50,11081.60,11081.60,10772.70,53.39,-1.45%
09/19/2020,11081.80,10933.00,11177.10,10890.70,51.63,1.36%
09/18/2020,10933.00,10941.30,11029.70,10818.70,63.48,-0.08%
09/17/2020,10941.30,10950.10,11039.30,10755.20,77.22,-0.07%
09/16/2020,10949.50,10785.20,11093.30,10669.20,94.94,1.52%
09/15/2020,10785.30,10675.20,10931.80,10627.80,91.7,1.03%
09/14/2020,10675.30,10332.70,10744.30,10264.50,96.64,3.38%
09/13/2020,10326.00,10441.70,10579.60,10219.40,66.12,-1.11%
9/12/2020,10441.90,10390.20,10476.80,10275.90,48.49,0.50%
9/11/2020,10390.20,10339.80,10398.80,10212.60,62.28,0.49%
9/10/2020,10339.70,10224.30,10480.30,10219.20,88.01,1.13%
9/9/2020,10224.60,10126.80,10343.30,9984.60,71.37,0.97%
9/8/2020,10126.60,10376.90,10434.40,9877.10,113.9,-2.41%
9/7/2020,10376.90,10296.40,10400.90,9887.00,12.40M,0.78%
9/6/2020,10296.40,10092.20,10337.70,10004.70,12.12M,2.02%
9/5/2020,10092.20,10472.30,10558.70,9897.80,14.72M,-3.63%
9/4/2020,10472.50,10168.70,10614.20,9960.30,12.50M,2.99%
9/3/2020,10168.80,11413.20,11442.70,10009.50,9.65M,-10.90%
9/2/2020,11413.30,11914.40,11947.50,11244.90,20.26M,-4.21%
9/1/2020,11914.90,11644.20,12045.90,11544.60,580.69,2.32%
08/31/2020,11644.20,11701.10,11760.20,11563.80,496.14,-0.49%
08/30/2020,11702.00,11468.10,11704.20,11462.60,409.36,2.04%
08/29/2020,11468.10,11527.80,11576.80,11433.50,389.85,-0.51%
08/28/2020,11527.40,11327.50,11539.00,11281.90,464.94,1.77%
08/27/2020,11327.40,11462.30,11580.30,11135.30,560.59,-1.18%
08/26/2020,11462.30,11324.90,11533.60,11254.60,513.06,1.21%
08/25/2020,11324.80,11752.90,11766.90,11131.00,594.07,-3.65%
08/24/2020,11753.50,11641.60,11824.60,11587.10,429.13,0.96%
08/23/2020,11641.60,11661.10,11705.40,11520.80,377.33,-0.17%
08/22/2020,11661.30,11529.20,11677.00,11382.10,433.98,1.15%
08/21/2020,11529.20,11856.90,11877.40,11495.60,506.38,-2.76%
08/20/2020,11856.90,11751.00,11881.00,11672.70,430.93,0.91%
08/19/2020,11750.20,11944.40,12013.20,11602.60,550.26,-1.65%
08/18/2020,11947.60,12283.00,12381.40,11842.00,606.79,-2.73%
08/17/2020,12282.60,11898.80,12444.10,11764.00,628.41,3.22%
08/16/2020,11899.00,11845.50,11922.50,11688.90,410.81,0.45%
08/15/2020,11845.30,11751.10,11964.00,11711.50,499.1,0.80%
08/14/2020,11750.80,11771.10,11835.50,11651.50,435.44,-0.17%
08/13/2020,11770.90,11557.20,11772.90,11298.40,545.67,1.85%
8/12/2020,11557.20,11390.40,11605.40,11190.60,549.59,1.46%
8/11/2020,11390.40,11889.20,11931.80,11146.70,615.9,-4.19%
8/10/2020,11889.20,11681.10,12041.10,11546.90,564.11,1.78%
8/9/2020,11681.20,11764.40,11792.80,11527.50,303,-0.71%
8/8/2020,11764.30,11591.60,11805.50,11533.50,317.06,1.49%
8/7/2020,11592.00,11757.10,11901.80,11352.40,517,-1.40%
8/6/2020,11757.10,11735.00,11898.40,11563.00,554.85,0.19%
8/5/2020,11735.10,11184.80,11771.50,11114.50,570.83,4.92%
8/4/2020,11184.70,11223.80,11407.80,11043.00,485.79,-0.35%
8/3/2020,11224.40,11066.90,11461.10,10981.60,470.24,1.42%
